sub,low,mid,high,presence
4.3271812260619916e-05,0.0006113098742212614,0.8733322205156779,0.12429153972577739,0.0017197303543686347
3.994051157832364e-05,0.0007714530204534183,0.8430516122276628,0.14893543423606423,0.007199499053851359
6.87237602285553e-05,0.0006727081174080251,0.8846395591282106,0.11183177542234632,0.002784071681702003
3.980467686620311e-05,0.0006393029866919488,0.8183907665780931,0.17639070771574342,0.004538085747817129
3.695959584970043e-05,0.000637600535645032,0.8402649158672433,0.15541002370161078,0.0036452336428048865
7.248175669913215e-05,0.0007108667993767162,0.6898351902714047,0.3034556313452029,0.005918994473220423
3.7873238304967815e-05,0.0006807557724740239,0.721621671254957,0.2669812493744355,0.010666396329294515
6.040824667870602e-05,0.0006234624077095072,0.6614474052996538,0.32528061600305747,0.012583654920592631
3.845894852900333e-05,0.0007474014056382119,0.6767918768142609,0.3151831486806039,0.007236652313881245
2.708549619800055e-05,0.0006420750369916247,0.6306638630010184,0.3588555421515567,0.009803781220346428
3.9881585251705415e-05,0.0007090415230153383,0.6838426918542002,0.31002524689659594,0.005381458646953304
3.845189234578708e-05,0.0006718400365824238,0.6638758814691599,0.3211331491831645,0.014278589100680736
9.821868978535016e-05,0.001092275716439545,0.3573075190239312,0.6268343872922574,0.014662697382396467
9.45069543310603e-05,0.0009320328822968231,0.39377332590946185,0.5801806718596854,0.025015705652977987
0.00010381705102804586,0.0008677043726680339,0.40791330674807497,0.5718266092183686,0.01928545624992501
0.00010930624004072064,0.0009389990787002434,0.41686579205457813,0.5652457684571893,0.01682882772048602
4.476831830776862e-05,0.0005298150912412591,0.3993010935882661,0.36857051229059873,0.2315511164486973
9.382583111403787e-05,0.0007867931303452683,0.6582899902435653,0.2982980620589165,0.04252606842899905
7.56540795067079e-05,0.0009168958652568576,0.5721147857338191,0.39849810807161906,0.02838908969020056
7.142296742755063e-05,0.0009497619869436684,0.717667221141616,0.2639137346846718,0.017394914733731264
7.103769183697789e-05,0.0009492400269770137,0.72668964867173,0.2467214801135694,0.02556130642456541
5.695489976414276e-05,0.0009275895099503151,0.7775104204115307,0.20814816561601868,0.013352912054807412
4.71307937449488e-05,0.0006789410383501224,0.5441712260014376,0.37021493868770966,0.08488604240018668
5.226034401050608e-05,0.0007767760098664328,0.709344191144605,0.26496798287270296,0.02485684404847386
7.704571831178537e-05,0.0008888017452263371,0.7980009053414546,0.19345375058269978,0.007577569713272003
5.7270639879367305e-05,0.0006136697136427796,0.29343412659988566,0.6907792390260928,0.015114230683329817
0.000154382019685389,0.0008279548352278192,0.5546043799325664,0.41781880939382354,0.02657999329819403
9.96820212653256e-05,0.000611538310773544,0.46441269747194924,0.4966604350089858,0.03821205996719404
0.00011056083110748764,0.0005871795147213845,0.4540682591706819,0.5128294118788396,0.03239422920618496
0.00014505862925977712,0.0008238689310386074,0.6388108391022796,0.34103838354299343,0.01917566380283905
0.00014768673501214607,0.0007302403396662748,0.5703377074786553,0.39453630448892707,0.03423973531998214
0.00011397026019485833,0.0006766923517652503,0.4821619979810081,0.4904844938749527,0.02655613571502995
0.0001641381313451845,0.000820766625363853,0.6469417399955784,0.3436603679895101,0.008407030395474451
0.00013378901618616286,0.0005559872411236253,0.48346649227043464,0.4839730393207407,0.031861182377730286
0.00011579869265829435,0.0006004297330399613,0.476467821649234,0.49705740952924604,0.025746430841096214
0.00011093145746396856,0.0006292705201300576,0.5110649957199328,0.47212539686062316,0.016062589588513292
0.0001549839565026816,0.0006821009129591553,0.5460987069355339,0.4363692522543216,0.016688751263671867
4.423578492695527e-05,0.00024672410252426596,0.1634035461900539,0.7834790763405686,0.05282452340357714
6.908348554514978e-05,0.0005375801939539413,0.6534683827286782,0.2635526779302503,0.08236131662766272
5.658953610445616e-05,0.0005721619472398035,0.7081834773632736,0.2488416819710052,0.042338526927323705
7.743869584588829e-05,0.0004944539900041923,0.6697979888321794,0.26205914792621493,0.06756459406364758
5.1128342984138164e-05,0.0005625109245493884,0.7422771000619051,0.2235139180624661,0.03359217282128869
9.09572874819998e-05,0.0005998012441980853,0.7332230646086688,0.22430197037886515,0.04177199937576004
4.868256653430455e-05,0.0005454706051933113,0.6501000599182984,0.30445954425903454,0.04484011774069003
9.287393460207851e-05,0.0006344175834360494,0.7666515458994608,0.21957679689460963,0.013036081450440629
9.852486207214276e-05,0.0005853093442261943,0.7015314156339405,0.2706001449764682,0.027177325738200628
2.6542520108449745e-05,0.0003823544945992706,0.47773770423481693,0.4385626614984302,0.0832850952837107
2.1730417137410968e-05,0.0002279225137456071,0.1761495818691906,0.5198354434397912,0.3036120661365098
1.1640196357525836e-05,1.0352626240105281e-05,0.32047728088985294,0.6521597885322051,0.02733932325035724
0.00012427219906193773,0.0009223679037235224,0.6656394840184751,0.33143903210138825,0.0018516678393480156
7.335376568369628e-05,0.0005754199418212305,0.5880965955838967,0.41003605506140406,0.0011998688230587852
0.00016713685450779305,0.004287417590206854,0.18525345441547011,0.520285932915583,0.2900038985429047
0.0010773779369694415,0.07003529550499817,0.8923654754729095,0.03334766491867283,0.003166274467013542
0.0003376113632506739,0.01382932869280157,0.6752149297020539,0.3042693913437427,0.006345859573421964
0.0006654408746401297,0.016880860292793533,0.6893463022495654,0.28580080526149193,0.0073033927593646655
0.00038955944138380986,0.013845579058049265,0.593693036179409,0.381611850907224,0.010457464869515994
0.00032880967757637283,0.015129835858463447,0.6627476021884561,0.30793257932174195,0.013858756182143234
0.00034396067659633807,0.01492594191176831,0.5932922877037925,0.3754526533925666,0.01598225055722288
0.006143424332555284,0.0921764822356281,0.7828420500195641,0.11400699404849285,0.004805290452465077
0.005966371065554885,0.09416601294908326,0.7640488205637671,0.13157503913759608,0.004210101594145815
0.00338746940272643,0.17130003822232542,0.7172468110279191,0.0910796487787891,0.016935153726690588
0.0002806361467774847,0.0015716024678259395,0.5937615174229557,0.19942819270647394,0.20492910551158675
0.0012866341528882607,0.03206402260321286,0.15256526133776568,0.7581013390135047,0.05596788710915365
0.00600351937598694,0.056578216189053766,0.15019964236054903,0.6730432154661496,0.11405994450688693
0.006481451928986302,0.03374076190056452,0.43323246896199674,0.31671901857006857,0.20980171565265304
0.004134189664721796,0.00870467346887356,0.07552692800939921,0.4609817504303787,0.45037855731180043
0.0022572936704593374,0.00013986099234411276,0.011561595924691142,0.4779307957014785,0.5079436055374366
0.002037337884018863,0.00014891320659618824,0.011320864870247372,0.7625448718247516,0.22379719666157283
0.0016709391813817453,0.0001068556645570262,0.00923999890011213,0.4087978988504948,0.5800525582796514
0.0014372597953278396,0.0001230248046614144,0.00912483608862958,0.6573207576513738,0.3318762487962342
0.0024983882034190093,0.00023843320649540373,0.030380224619663613,0.7594696231407971,0.20725692916889304
0.00041473231841700556,0.0002327112091485136,0.18119312555780795,0.752210133723321,0.06593943370563857
0.0007413878644231465,0.00014144747297671707,0.05483685368891059,0.17544987505472115,0.7687798361538162
0.001747480678601005,0.00047722577509352426,0.4191282876769323,0.4249505620096251,0.15361320628524763
0.010368461760488926,0.00484922939512872,0.018582278444559414,0.2854698143124263,0.6795407139857789
0.0031272130497666533,0.0008045712786936068,0.047791593798869214,0.1729668535324699,0.7750335869854053
0.007760921930983599,0.0019909998896444395,0.008897094199483715,0.7114154474407124,0.269140046688076
0.0008156508656535384,0.00021341993615440078,0.00036612732680685876,0.7661138505550166,0.23240745552379363
0.0035235390763109944,0.000635589554393629,0.04255238832851437,0.1339321724134568,0.8190499914611624
0.00166212502883117,0.0005823251493842632,0.0010746013137454046,0.09519912315054595,0.9013579239493852
0.0002296356403096433,7.306230246071285e-05,0.000989038028524945,0.40134755312136894,0.5973267233635406
0.0016378050858808892,0.005857707768542614,0.13280463709483298,0.6803859286499885,0.17926393524478568
0.00030400877520152844,0.0017971951141209934,0.1405229620403054,0.6338929120371672,0.22346421920560164
0.002796451936355786,0.0011297181386223315,0.093968448776765,0.5781033757986503,0.3239107914569926
0.0018360307352067132,0.0012368010624023537,0.09038999483433853,0.644468530833048,0.26194720480876166
0.0021558903858017314,0.0014362916121498988,0.1293254088589538,0.5652991153588515,0.3016590419524716
0.0018307614580103527,0.0002984864840581292,0.0038321049102811107,0.19154469655719078,0.8022638147160687
0.0006292472460023291,0.000808967414162635,0.6285777385872736,0.3300451738375407,0.03990605685926894
0.0007654000463997513,0.00403023593296981,0.7732872666297632,0.16915176323412212,0.052725568062378464
0.0019646575254939408,0.006408536068505164,0.7907744491213863,0.1614994077370421,0.039173243266429986
3.396344278308277e-05,0.0014288846970053183,0.7487667528281787,0.2395664225849192,0.010202078499252535
5.307493232779404e-05,0.001562696117296667,0.895123785343941,0.0973156082845073,0.005859393323367843
3.1093152589010385e-05,0.0004897984444404715,0.8189485003469438,0.1741881188414694,0.0063398380788694895
6.130778838472625e-05,0.001056507985569138,0.8014053454899842,0.19197049998690954,0.005408442514454334
0.00025239221594920296,0.002377132779444247,0.49948204774093685,0.44734935431907386,0.050526985152554174
0.00013023443476090156,0.004814848772169155,0.821710007750418,0.14818359251892144,0.025154227852130336
0.0023701919837917232,0.0024602062754976012,0.344236566861747,0.5071840315362023,0.1427853013295211
0.0007956393122692775,0.02777594712321213,0.4531652444401327,0.41228049396882593,0.10595279542988971
0.00017130188722003274,7.169775013229401e-05,6.670432985166321e-05,0.9867706843554943,0.012888561674512177
8.126396490070316e-05,0.002394352209477216,0.6804592402930745,0.14748962947345684,0.16957267921692723
9.46708429773523e-05,0.0015333622253925724,0.6722784173304001,0.17629701397639153,0.1497956668490461
2.7974900734293003e-05,0.0008770600939504924,0.6944630250507514,0.21176252310779378,0.09286649782141536
0.0001535927477248945,0.0068558038404192756,0.7190435364760155,0.14996488090861326,0.1239798791960483
3.1148632380539622e-06,3.972076160868734e-06,0.8764383298424928,0.1231243690910931,0.00042993199320089754
2.8258823440128116e-06,4.108804003636955e-06,0.8610982880784606,0.13836454113077376,0.0005298646597808127
3.0211384919367407e-06,7.000297446437504e-06,0.8634106138149482,0.1361294285952804,0.0004496581276074958
0.0030523696356107204,0.003521950911937363,0.06783513076851876,0.3020373711375004,0.6229745748247413
4.306980597854192e-05,1.2383354632846618e-05,0.000982505805135454,0.13333249965751207,0.8656249131298624
6.0904006008105016e-05,2.1511204779718777e-05,0.008760854888193044,0.11788407711339098,0.8732632121121865
1.2054251873881701e-05,8.01045327795368e-06,0.0025037580523418757,0.16467876841716542,0.8327952479656777
1.2321556385549765e-05,7.3517593506159715e-06,0.0015926615654731466,0.1417796120685531,0.8566065786275034
9.947706756919463e-06,5.081639298602285e-06,0.00370002272856527,0.17565711330445444,0.8206264900916924
2.0573840050449894e-05,1.0010327638461232e-05,0.0029737573232629802,0.08845519853040203,0.9085384357851736
8.635463725708765e-06,3.6964599375148617e-06,0.003077367505339679,0.13624612382664092,0.8606634441174827
1.6305567762273645e-05,9.872846185188521e-06,0.003391838144186422,0.3094235910093781,0.6871552363552386
1.4420721022523222e-05,4.8601469037006545e-06,0.001979717895202355,0.0676775474567172,0.9303213142261825
1.3726140168400184e-05,4.370481476778535e-06,0.0016746341514442935,0.03819694515380777,0.9601087012058688
1.1605199920862742e-05,3.2817304259633894e-06,0.003100803639276669,0.07015575180492409,0.9267272460462278
2.3066493440581434e-05,6.103092372620092e-06,0.003164701897072284,0.07398467525277436,0.9228185922925842
1.1855826997007141e-05,5.638706171820504e-06,0.003065225669853814,0.13208088246755295,0.8648349842031843
4.960617850613209e-06,1.770136624513029e-06,1.9676219817507654e-05,0.9823318256331585,0.01764133706696441
5.7945678726184966e-06,1.8762304985328759e-06,1.0731266776333511e-05,0.9841080187464241,0.01587250789995438
5.161068375439672e-06,2.015845831077694e-06,1.2074296104316036e-05,0.9828605058566284,0.01711975688659476
4.061452786308634e-06,1.4857227369987108e-06,6.56216915805893e-06,0.9782065562348168,0.021780844798869884
4.10588197068791e-06,2.0005789753425893e-06,1.164662697496701e-05,0.9903326429060642,0.009648822061626804
5.942623343800689e-06,1.912149915779019e-06,1.954991919825665e-05,0.9799149465799644,0.020056512660713684
6.635100727843748e-06,2.0509474135369406e-06,2.6624437612482924e-05,0.9813846886425673,0.01857929581500786
6.576689680832582e-06,2.0640998494781717e-06,1.5426994804827447e-05,0.984734129010894,0.015240741397761532
5.46764915016589e-06,2.1966345408632462e-06,1.534337677547396e-05,0.98409822537791,0.015876887009530515
4.50813518065743e-06,1.7984688648287628e-06,1.495882087894879e-05,0.9836200704612871,0.01635805299399117
3.4233913663832192e-06,1.8251977394502108e-06,1.3795583385224795e-05,0.9860993252776508,0.013881031500138955
5.296586179785646e-06,1.6903179303817188e-06,1.1604766836976431e-05,0.9832588655754947,0.016722196472034843
5.664468648178976e-06,1.8675904232905696e-06,2.067873638253636e-05,0.9782698409263669,0.02170124171573239
3.503812594042929e-06,1.1870789819748664e-06,1.224987640612152e-05,0.9842114198553572,0.015771444886243158
3.970521030926005e-06,1.3436606251697597e-06,1.2189716384160758e-05,0.9852794378035206,0.014702563161042292
4.484488961349631e-06,1.5864152896120714e-06,1.4664232539416593e-05,0.9875615193974954,0.01241724256457464
3.605375210380177e-06,1.4513102121166226e-06,1.2620087015946506e-05,0.9885139253575995,0.011467997320842693
2.9022006674594124e-06,1.3821046458668134e-06,7.822706060643451e-06,0.9902110930563041,0.009776200345776323
4.615337734784098e-06,1.6694214657086404e-06,8.465104858880957e-06,0.9918956670657927,0.008089208167483314
5.341412167161739e-06,1.5925470119052512e-06,1.629535471587936e-05,0.9898709494096746,0.010105064015840912
2.1239323174763408e-06,1.3604672418696746e-06,1.3633372593614983e-05,0.9907432166510826,0.009239391851371561
4.303540955651184e-06,1.4063757236568026e-06,1.3315091856229919e-05,0.9926230871906154,0.007357228903492243
7.951031998450631e-06,2.3950773061826256e-06,1.3443307408035737e-05,0.9956786233515614,0.00429650632748641
3.5882444502934024e-06,1.417784596482843e-06,1.1275743440628705e-05,0.9890133879944655,0.010969803285795908
3.289714094011783e-06,1.557451009915609e-06,1.2001209353837696e-05,0.9923340986990798,0.007648199209825721
3.345391772798812e-06,1.503194151215219e-06,1.1193388286684971e-05,0.9931105760352413,0.006872761466909792
3.9316534728906236e-06,1.8018830156280577e-06,1.0736895723756767e-05,0.9967835781770901,0.0031991019252107476
5.491314392901057e-06,1.64012902966549e-06,1.3143603402587176e-05,0.9961681247019001,0.003810907731454734
4.485952887199658e-06,2.0448382423373473e-06,8.15948200963255e-06,0.9965842424583019,0.0034004773294281465
